112.0	260.0
108.0	260.0
104.0	260.0
100.0	260.0
96.0	260.0
92.0	260.0
88.0	260.0
84.0	260.0
80.0	260.0
76.0	260.0
72.0	260.0
68.0	260.0
64.0	260.0
60.0	260.0
56.0	260.0
52.0	260.0
48.0	260.0
44.0	260.0
40.0	260.0
36.0	260.0
32.0	260.0
28.0	260.0
24.0	260.0
20.0	260.0
16.0	260.0
12.0	260.0
12.0	256.0
12.0	252.0
12.0	248.0
12.0	244.0
12.0	240.0
12.0	236.0
16.0	236.0
20.0	236.0
24.0	236.0
28.0	236.0
28.0	232.0
28.0	228.0
28.0	224.0
28.0	220.0
28.0	216.0
28.0	212.0
24.0	212.0
20.0	212.0
16.0	212.0
12.0	212.0
12.0	208.0
12.0	204.0
12.0	200.0
12.0	196.0
12.0	192.0
12.0	188.0
16.0	188.0
20.0	188.0
24.0	188.0
28.0	188.0
32.0	188.0
36.0	188.0
40.0	188.0
44.0	188.0
48.0	188.0
52.0	188.0
52.0	192.0
52.0	196.0
52.0	200.0
52.0	204.0
52.0	208.0
52.0	212.0
52.0	216.0
52.0	220.0
52.0	224.0
52.0	228.0
52.0	232.0
52.0	236.0
48.0	236.0
44.0	236.0
40.0	236.0
36.0	236.0
56.0	188.0
60.0	188.0
64.0	188.0
68.0	188.0
72.0	188.0
76.0	188.0
80.0	188.0
84.0	188.0
88.0	188.0
92.0	188.0
96.0	188.0
100.0	188.0
100.0	192.0
100.0	196.0
100.0	200.0
100.0	204.0
100.0	208.0
100.0	212.0
96.0	212.0
92.0	212.0
88.0	212.0
84.0	212.0
80.0	212.0
76.0	212.0
76.0	216.0
76.0	220.0
76.0	224.0
76.0	228.0
76.0	232.0
76.0	236.0
80.0	236.0
84.0	236.0
88.0	236.0
92.0	236.0
96.0	236.0
100.0	236.0
100.0	240.0
100.0	244.0
100.0	248.0
100.0	252.0
100.0	256.0
116.0	260.0
120.0	260.0
124.0	260.0
128.0	260.0
132.0	260.0
136.0	260.0
140.0	260.0
144.0	260.0
148.0	260.0
152.0	260.0
156.0	260.0
160.0	260.0
164.0	260.0
168.0	260.0
172.0	260.0
176.0	260.0
180.0	260.0
184.0	260.0
188.0	260.0
192.0	260.0
196.0	260.0
200.0	260.0
204.0	260.0
208.0	260.0
212.0	260.0
212.0	256.0
212.0	252.0
212.0	248.0
212.0	244.0
212.0	240.0
212.0	236.0
208.0	236.0
204.0	236.0
200.0	236.0
196.0	236.0
196.0	232.0
196.0	228.0
196.0	224.0
196.0	220.0
196.0	216.0
196.0	212.0
200.0	212.0
204.0	212.0
208.0	212.0
212.0	212.0
212.0	208.0
212.0	204.0
212.0	200.0
212.0	196.0
212.0	192.0
212.0	188.0
208.0	188.0
204.0	188.0
200.0	188.0
196.0	188.0
192.0	188.0
188.0	188.0
184.0	188.0
180.0	188.0
176.0	188.0
172.0	188.0
168.0	188.0
164.0	188.0
160.0	188.0
156.0	188.0
152.0	188.0
148.0	188.0
144.0	188.0
140.0	188.0
136.0	188.0
132.0	188.0
128.0	188.0
124.0	188.0
124.0	192.0
124.0	196.0
124.0	200.0
124.0	204.0
124.0	208.0
124.0	212.0
120.0	212.0
116.0	212.0
112.0	212.0
108.0	212.0
104.0	212.0
128.0	212.0
132.0	212.0
136.0	212.0
140.0	212.0
144.0	212.0
148.0	212.0
152.0	212.0
156.0	212.0
160.0	212.0
164.0	212.0
168.0	212.0
172.0	212.0
172.0	216.0
172.0	220.0
172.0	224.0
172.0	228.0
172.0	232.0
172.0	236.0
176.0	236.0
180.0	236.0
184.0	236.0
188.0	236.0
192.0	236.0
148.0	216.0
148.0	220.0
148.0	224.0
148.0	228.0
148.0	232.0
148.0	236.0
144.0	236.0
140.0	236.0
136.0	236.0
132.0	236.0
128.0	236.0
124.0	236.0
124.0	240.0
124.0	244.0
124.0	248.0
124.0	252.0
124.0	256.0
76.0	184.0
76.0	180.0
76.0	176.0
76.0	172.0
76.0	168.0
76.0	164.0
80.0	164.0
84.0	164.0
88.0	164.0
92.0	164.0
96.0	164.0
100.0	164.0
104.0	164.0
108.0	164.0
112.0	164.0
116.0	164.0
120.0	164.0
124.0	164.0
128.0	164.0
132.0	164.0
136.0	164.0
140.0	164.0
144.0	164.0
148.0	164.0
148.0	168.0
148.0	172.0
148.0	176.0
148.0	180.0
148.0	184.0
148.0	160.0
148.0	156.0
148.0	152.0
148.0	148.0
148.0	144.0
148.0	140.0
148.0	136.0
148.0	132.0
148.0	128.0
148.0	124.0
148.0	120.0
148.0	116.0
144.0	116.0
140.0	116.0
136.0	116.0
132.0	116.0
128.0	116.0
124.0	116.0
120.0	116.0
116.0	116.0
